year,state,month,number,date
2013,Amazonas,December,248,1/1/2013
2013,Amazonas,December,1.276,1/1/2013
2013,Amazonas,December,1.739,1/1/2013
2013,Amazonas,December,1.202,1/1/2013
2013,Amazonas,December,220,1/1/2013
2013,Amazonas,December,236,1/1/2013
2013,Bahia,December,125,1/1/2013
2013,Bahia,December,231,1/1/2013
2013,Bahia,December,363,1/1/2013
2013,Bahia,December,108,1/1/2013
2013,Bahia,December,141,1/1/2013
2013,Bahia,December,208,1/1/2013
2013,Bahia,December,362,1/1/2013
2013,Bahia,December,610,1/1/2013
2013,Bahia,December,2.681,1/1/2013
2013,Bahia,December,1.969,1/1/2013
2013,Bahia,December,288,1/1/2013
2013,Bahia,December,131,1/1/2013
2013,Ceara,December,103,1/1/2013
2013,Ceara,December,49,1/1/2013
2013,Ceara,December,17,1/1/2013
2013,Ceara,December,4,1/1/2013
2013,Ceara,December,4,1/1/2013
2013,Ceara,December,5,1/1/2013
2013,Ceara,December,4,1/1/2013
2013,Ceara,December,32,1/1/2013
2013,Ceara,December,177,1/1/2013
2013,Ceara,December,466,1/1/2013
2013,Ceara,December,1.081,1/1/2013
2013,Ceara,December,956,1/1/2013
2013,Distrito Federal,December,0,1/1/2013
2013,Distrito Federal,December,1,1/1/2013
2013,Distrito Federal,December,1,1/1/2013
2013,Distrito Federal,December,1,1/1/2013
2013,Distrito Federal,December,2,1/1/2013
2013,Distrito Federal,December,4,1/1/2013
2013,Distrito Federal,December,22,1/1/2013
2013,Distrito Federal,December,34,1/1/2013
2013,Distrito Federal,December,31,1/1/2013
2013,Distrito Federal,December,3,1/1/2013
2013,Distrito Federal,December,0,1/1/2013
2013,Distrito Federal,December,2,1/1/2013
2013,Espirito Santo,December,10,1/1/2013
2013,Espirito Santo,December,15,1/1/2013
2013,Espirito Santo,December,13,1/1/2013
2013,Espirito Santo,December,16,1/1/2013
2013,Espirito Santo,December,14,1/1/2013
2013,Espirito Santo,December,22,1/1/2013
2013,Espirito Santo,December,20,1/1/2013
2013,Espirito Santo,December,53,1/1/2013
2013,Espirito Santo,December,30,1/1/2013
2013,Espirito Santo,December,37,1/1/2013
2013,Espirito Santo,December,11,1/1/2013
2013,Espirito Santo,December,9,1/1/2013
2013,Goias,December,33,1/1/2013
2013,Goias,December,86,1/1/2013
2013,Goias,December,79,1/1/2013
2013,Goias,December,42,1/1/2013
2013,Goias,December,150,1/1/2013
2013,Goias,December,192,1/1/2013
2013,Goias,December,350,1/1/2013
2013,Goias,December,488,1/1/2013
2013,Goias,December,684,1/1/2013
2013,Goias,December,606,1/1/2013
2013,Goias,December,183,1/1/2013
2013,Goias,December,86,1/1/2013
2013,Maranhao,December,209,1/1/2013
2013,Maranhao,December,62,1/1/2013
2013,Maranhao,December,30,1/1/2013
2013,Maranhao,December,62,1/1/2013
2013,Maranhao,December,100,1/1/2013
2013,Maranhao,December,498,1/1/2013
2013,Maranhao,December,1.111,1/1/2013
2013,Maranhao,December,2.098,1/1/2013
2013,Maranhao,December,3.88,1/1/2013
2013,Maranhao,December,2.918,1/1/2013
2013,Maranhao,December,2.529,1/1/2013
2013,Maranhao,December,2.692,1/1/2013
2013,Mato Grosso,December,269,1/1/2013
2013,Mato Grosso,December,375,1/1/2013
2013,Mato Grosso,December,563,1/1/2013
2013,Mato Grosso,December,338,1/1/2013
2013,Mato Grosso,December,739,1/1/2013
2013,Mato Grosso,December,1.213,1/1/2013
2013,Mato Grosso,December,1.63,1/1/2013
2013,Mato Grosso,December,3.568,1/1/2013
2013,Mato Grosso,December,5.576,1/1/2013
2013,Mato Grosso,December,1.986,1/1/2013
2013,Mato Grosso,December,1.064,1/1/2013
2013,Mato Grosso,December,447,1/1/2013
2013,Mato Grosso,December,174,1/1/2013
2013,Mato Grosso,December,100,1/1/2013
2013,Mato Grosso,December,158,1/1/2013
2013,Mato Grosso,December,78,1/1/2013
2013,Mato Grosso,December,72,1/1/2013
2013,Mato Grosso,December,35,1/1/2013
2013,Mato Grosso,December,201,1/1/2013
2013,Mato Grosso,December,677,1/1/2013
2013,Mato Grosso,December,1.074,1/1/2013
2013,Mato Grosso,December,378,1/1/2013
2013,Mato Grosso,December,423,1/1/2013
2013,Mato Grosso,December,195,1/1/2013
2013,Minas Gerais,December,75,1/1/2013
2013,Minas Gerais,December,143,1/1/2013
2013,Minas Gerais,December,110,1/1/2013
2013,Minas Gerais,December,61,1/1/2013
2013,Minas Gerais,December,150,1/1/2013
2013,Minas Gerais,December,144,1/1/2013
2013,Minas Gerais,December,462,1/1/2013
2013,Minas Gerais,December,911,1/1/2013
2013,Minas Gerais,December,1.656,1/1/2013
2013,Minas Gerais,December,1.221,1/1/2013
2013,Minas Gerais,December,277,1/1/2013
2013,Minas Gerais,December,98,1/1/2013
2013,Pará,December,167,1/1/2013
2013,Pará,December,30,1/1/2013
2013,Pará,December,19,1/1/2013
2013,Pará,December,20,1/1/2013
2013,Pará,December,42,1/1/2013
2013,Pará,December,173,1/1/2013
2013,Pará,December,447,1/1/2013
2013,Pará,December,2.161,1/1/2013
2013,Pará,December,3.36,1/1/2013
2013,Pará,December,4.921,1/1/2013
2013,Pará,December,3.688,1/1/2013
2013,Pará,December,5.514,1/1/2013
2013,Paraiba,December,38,1/1/2013
2013,Paraiba,December,9,1/1/2013
2013,Paraiba,December,3,1/1/2013
2013,Paraiba,December,6,1/1/2013
2013,Paraiba,December,3,1/1/2013
2013,Paraiba,December,3,1/1/2013
2013,Paraiba,December,1,1/1/2013
2013,Paraiba,December,3,1/1/2013
2013,Paraiba,December,25,1/1/2013
2013,Paraiba,December,58,1/1/2013
2013,Paraiba,December,95,1/1/2013
2013,Paraiba,December,78,1/1/2013
2013,Paraiba,December,28,1/1/2013
2013,Paraiba,December,9,1/1/2013
2013,Paraiba,December,18,1/1/2013
2013,Paraiba,December,72,1/1/2013
2013,Paraiba,December,85,1/1/2013
2013,Paraiba,December,52,1/1/2013
2013,Paraiba,December,168,1/1/2013
2013,Paraiba,December,481,1/1/2013
2013,Paraiba,December,476,1/1/2013
2013,Paraiba,December,233,1/1/2013
2013,Paraiba,December,126,1/1/2013
2013,Paraiba,December,155,1/1/2013
2013,Pernambuco,December,55,1/1/2013
2013,Pernambuco,December,29,1/1/2013
2013,Pernambuco,December,40,1/1/2013
2013,Pernambuco,December,11,1/1/2013
2013,Pernambuco,December,9,1/1/2013
2013,Pernambuco,December,12,1/1/2013
2013,Pernambuco,December,4,1/1/2013
2013,Pernambuco,December,14,1/1/2013
2013,Pernambuco,December,143,1/1/2013
2013,Pernambuco,December,161,1/1/2013
2013,Pernambuco,December,110,1/1/2013
2013,Pernambuco,December,141,1/1/2013
2013,Piau,December,72,1/1/2013
2013,Piau,December,68,1/1/2013
2013,Piau,December,14,1/1/2013
2013,Piau,December,34,1/1/2013
2013,Piau,December,40,1/1/2013
2013,Piau,December,263,1/1/2013
2013,Piau,December,361,1/1/2013
2013,Piau,December,1.015,1/1/2013
2013,Piau,December,2.311,1/1/2013
2013,Piau,December,1.269,1/1/2013
2013,Piau,December,640,1/1/2013
2013,Piau,December,468,1/1/2013
2013,Rio,December,9,1/1/2013
2013,Rio,December,12,1/1/2013
2013,Rio,December,9,1/1/2013
2013,Rio,December,9,1/1/2013
2013,Rio,December,16,1/1/2013
2013,Rio,December,17,1/1/2013
2013,Rio,December,58,1/1/2013
2013,Rio,December,74,1/1/2013
2013,Rio,December,117,1/1/2013
2013,Rio,December,44,1/1/2013
2013,Rio,December,28,1/1/2013
2013,Rio,December,12,1/1/2013
2013,Rio,December,25,1/1/2013
2013,Rio,December,24,1/1/2013
2013,Rio,December,6,1/1/2013
2013,Rio,December,7,1/1/2013
2013,Rio,December,2,1/1/2013
2013,Rio,December,1,1/1/2013
2013,Rio,December,0,1/1/2013
2013,Rio,December,2,1/1/2013
2013,Rio,December,7,1/1/2013
2013,Rio,December,71,1/1/2013
2013,Rio,December,77,1/1/2013
2013,Rio,December,46,1/1/2013
2013,Rio,December,22,1/1/2013
2013,Rio,December,43,1/1/2013
2013,Rio,December,44,1/1/2013
2013,Rio,December,47,1/1/2013
2013,Rio,December,14,1/1/2013
2013,Rio,December,10,1/1/2013
2013,Rio,December,42,1/1/2013
2013,Rio,December,156,1/1/2013
2013,Rio,December,290,1/1/2013
2013,Rio,December,104,1/1/2013
2013,Rio,December,110,1/1/2013
2013,Rio,December,62,1/1/2013
2013,Rondonia,December,7,1/1/2013
2013,Rondonia,December,8,1/1/2013
2013,Rondonia,December,23,1/1/2013
2013,Rondonia,December,9,1/1/2013
2013,Rondonia,December,9,1/1/2013
2013,Rondonia,December,22,1/1/2013
2013,Rondonia,December,117,1/1/2013
2013,Rondonia,December,885,1/1/2013
2013,Rondonia,December,1.776,1/1/2013
2013,Rondonia,December,555,1/1/2013
2013,Rondonia,December,108,1/1/2013
2013,Rondonia,December,143,1/1/2013
2013,Roraima,December,397,1/1/2013
2013,Roraima,December,62,1/1/2013
2013,Roraima,December,179,1/1/2013
2013,Roraima,December,87,1/1/2013
2013,Roraima,December,4,1/1/2013
2013,Roraima,December,6,1/1/2013
2013,Roraima,December,4,1/1/2013
2013,Roraima,December,3,1/1/2013
2013,Roraima,December,18,1/1/2013
2013,Roraima,December,63,1/1/2013
2013,Roraima,December,106,1/1/2013
2013,Roraima,December,65,1/1/2013
2013,Santa Catarina,December,18,1/1/2013
2013,Santa Catarina,December,12,1/1/2013
2013,Santa Catarina,December,14,1/1/2013
2013,Santa Catarina,December,46,1/1/2013
2013,Santa Catarina,December,52,1/1/2013
2013,Santa Catarina,December,31,1/1/2013
2013,Santa Catarina,December,69,1/1/2013
2013,Santa Catarina,December,236,1/1/2013
2013,Santa Catarina,December,303,1/1/2013
2013,Santa Catarina,December,107,1/1/2013
2013,Santa Catarina,December,84,1/1/2013
2013,Santa Catarina,December,74,1/1/2013
2013,Sao Paulo,December,36,1/1/2013
2013,Sao Paulo,December,100,1/1/2013
2013,Sao Paulo,December,57,1/1/2013
2013,Sao Paulo,December,103,1/1/2013
2013,Sao Paulo,December,118,1/1/2013
2013,Sao Paulo,December,47,1/1/2013
2013,Sao Paulo,December,181,1/1/2013
2013,Sao Paulo,December,497,1/1/2013
2013,Sao Paulo,December,560,1/1/2013
2013,Sao Paulo,December,127,1/1/2013
2013,Sao Paulo,December,120,1/1/2013
2013,Sao Paulo,December,109,1/1/2013
2013,Sergipe,December,34,1/1/2013
2013,Sergipe,December,47,1/1/2013
2013,Sergipe,December,67,1/1/2013
2013,Sergipe,December,15,1/1/2013
2013,Sergipe,December,1,1/1/2013
2013,Sergipe,December,1,1/1/2013
2013,Sergipe,December,0,1/1/2013
2013,Sergipe,December,0,1/1/2013
2013,Sergipe,December,1,1/1/2013
2013,Sergipe,December,3,1/1/2013
2013,Sergipe,December,7,1/1/2013
2013,Sergipe,December,9,1/1/2013
2013,Tocantins,December,50,1/1/2013
2013,Tocantins,December,37,1/1/2013
2013,Tocantins,December,60,1/1/2013
2013,Tocantins,December,130,1/1/2013
2013,Tocantins,December,373,1/1/2013
2013,Tocantins,December,873,1/1/2013
2013,Tocantins,December,1.393,1/1/2013
2013,Tocantins,December,1.81,1/1/2013
2013,Tocantins,December,2.445,1/1/2013
2013,Tocantins,December,2.155,1/1/2013
2013,Tocantins,December,345,1/1/2013
2013,Tocantins,December,85,1/1/2013
2014,Acre,January,0,1/1/2014
2014,Acre,February,0,1/1/2014
2014,Acre,March,1,1/1/2014
2014,Acre,April,7,1/1/2014
2014,Acre,May,1,1/1/2014
2014,Acre,June,17,1/1/2014
2014,Acre,July,60,1/1/2014
2014,Acre,August,1.1,1/1/2014
2014,Acre,September,2.175,1/1/2014
2014,Acre,October,406,1/1/2014
2014,Acre,November,56,1/1/2014
2014,Acre,December,6,1/1/2014
2014,Alagoas,December,54,1/1/2014
2014,Alagoas,December,29,1/1/2014
2014,Alagoas,December,28,1/1/2014
2014,Alagoas,December,16,1/1/2014
2014,Alagoas,December,1,1/1/2014
2014,Alagoas,December,2,1/1/2014
2014,Alagoas,December,1,1/1/2014
2014,Alagoas,December,3,1/1/2014
2014,Alagoas,December,11,1/1/2014
2014,Alagoas,December,7,1/1/2014
2014,Alagoas,December,14,1/1/2014
2014,Alagoas,December,24,1/1/2014
2014,Amapa,December,10,1/1/2014
2014,Amapa,December,2,1/1/2014
2014,Amapa,December,1,1/1/2014
2014,Amapa,December,0,1/1/2014
2014,Amapa,December,0,1/1/2014
2014,Amapa,December,0,1/1/2014
2014,Amapa,December,4,1/1/2014
2014,Amapa,December,18,1/1/2014
2014,Amapa,December,137,1/1/2014
2014,Amapa,December,480,1/1/2014
2014,Amapa,December,484,1/1/2014
2014,Amapa,December,354,1/1/2014
2014,Amazonas,December,46,1/1/2014
2014,Amazonas,December,49,1/1/2014
2014,Amazonas,December,50,1/1/2014
2014,Amazonas,December,25,1/1/2014
2014,Amazonas,December,12,1/1/2014
2014,Amazonas,December,74,1/1/2014
2014,Amazonas,December,202,1/1/2014
2014,Amazonas,December,3.852,1/1/2014
2014,Amazonas,December,3.057,1/1/2014
2014,Amazonas,December,952,1/1/2014
2014,Amazonas,December,676,1/1/2014
2014,Amazonas,December,293,1/1/2014
2014,Bahia,December,132,1/1/2014
2014,Bahia,December,107,1/1/2014
2014,Bahia,December,148,1/1/2014
2014,Bahia,December,183,1/1/2014
2014,Bahia,December,224,1/1/2014
2014,Bahia,December,243,1/1/2014
2014,Bahia,December,249,1/1/2014
2014,Bahia,December,674,1/1/2014
2014,Bahia,December,2.604,1/1/2014
2014,Bahia,December,2.763,1/1/2014
2014,Bahia,December,348,1/1/2014
2014,Bahia,December,144,1/1/2014
2014,Ceara,December,115,1/1/2014
2014,Ceara,December,18,1/1/2014
2014,Ceara,December,6,1/1/2014
2014,Ceara,December,4,1/1/2014
2014,Ceara,December,4,1/1/2014
2014,Ceara,December,19,1/1/2014
2014,Ceara,December,47,1/1/2014
2014,Ceara,December,155,1/1/2014
2014,Ceara,December,155,1/1/2014
2014,Ceara,December,517,1/1/2014
2014,Ceara,December,829,1/1/2014
2014,Ceara,December,643,1/1/2014
2014,Distrito Federal,December,0,1/1/2014
2014,Distrito Federal,December,1,1/1/2014
2014,Distrito Federal,December,1,1/1/2014
2014,Distrito Federal,December,2,1/1/2014
2014,Distrito Federal,December,9,1/1/2014
2014,Distrito Federal,December,6,1/1/2014
2014,Distrito Federal,December,27,1/1/2014
2014,Distrito Federal,December,99,1/1/2014
2014,Distrito Federal,December,72,1/1/2014
2014,Distrito Federal,December,34,1/1/2014
2014,Distrito Federal,December,0,1/1/2014
2014,Distrito Federal,December,0,1/1/2014
2014,Espirito Santo,December,11,1/1/2014
2014,Espirito Santo,December,17,1/1/2014
2014,Espirito Santo,December,15,1/1/2014
2014,Espirito Santo,December,15,1/1/2014
2014,Espirito Santo,December,18,1/1/2014
2014,Espirito Santo,December,9,1/1/2014
2014,Espirito Santo,December,17,1/1/2014
2014,Espirito Santo,December,47,1/1/2014
2014,Espirito Santo,December,61,1/1/2014
2014,Espirito Santo,December,89,1/1/2014
2014,Espirito Santo,December,20,1/1/2014
2014,Espirito Santo,December,28,1/1/2014
2014,Goias,December,80,1/1/2014
2014,Goias,December,44,1/1/2014
2014,Goias,December,80,1/1/2014
2014,Goias,December,138,1/1/2014
2014,Goias,December,210,1/1/2014
2014,Goias,December,318,1/1/2014
2014,Goias,December,446,1/1/2014
2014,Goias,December,1.255,1/1/2014
2014,Goias,December,1.687,1/1/2014
2014,Goias,December,1.947,1/1/2014
2014,Goias,December,181,1/1/2014
2014,Goias,December,68,1/1/2014
2014,Maranhao,December,195,1/1/2014
2014,Maranhao,December,29,1/1/2014
2014,Maranhao,December,59,1/1/2014
2014,Maranhao,December,78,1/1/2014
2014,Maranhao,December,148,1/1/2014
2014,Maranhao,December,812,1/1/2014
2014,Maranhao,December,2.068,1/1/2014
2014,Maranhao,December,5.592,1/1/2014
2014,Maranhao,December,4.373,1/1/2014
2014,Maranhao,December,5.812,1/1/2014
2014,Maranhao,December,3.869,1/1/2014
2014,Maranhao,December,2.4,1/1/2014
2014,Mato Grosso,December,315,1/1/2014
2014,Mato Grosso,December,199,1/1/2014
2014,Mato Grosso,December,655,1/1/2014
2014,Mato Grosso,December,859,1/1/2014
2014,Mato Grosso,December,933,1/1/2014
2014,Mato Grosso,December,1.795,1/1/2014
2014,Mato Grosso,December,2.255,1/1/2014
2014,Mato Grosso,December,7.167,1/1/2014
2014,Mato Grosso,December,7.081,1/1/2014
2014,Mato Grosso,December,5.281,1/1/2014
2014,Mato Grosso,December,1.018,1/1/2014
2014,Mato Grosso,December,466,1/1/2014
2014,Mato Grosso,December,197,1/1/2014
2014,Mato Grosso,December,139,1/1/2014
2014,Mato Grosso,December,95,1/1/2014
2014,Mato Grosso,December,129,1/1/2014
2014,Mato Grosso,December,70,1/1/2014
2014,Mato Grosso,December,84,1/1/2014
2014,Mato Grosso,December,193,1/1/2014
2014,Mato Grosso,December,312,1/1/2014
2014,Mato Grosso,December,365,1/1/2014
2014,Mato Grosso,December,581,1/1/2014
2014,Mato Grosso,December,190,1/1/2014
2014,Mato Grosso,December,84,1/1/2014
2014,Minas Gerais,December,133,1/1/2014
2014,Minas Gerais,December,157,1/1/2014
2014,Minas Gerais,December,77,1/1/2014
2014,Minas Gerais,December,161,1/1/2014
2014,Minas Gerais,December,224,1/1/2014
2014,Minas Gerais,December,376,1/1/2014
2014,Minas Gerais,December,559,1/1/2014
2014,Minas Gerais,December,1.952,1/1/2014
2014,Minas Gerais,December,3.454,1/1/2014
2014,Minas Gerais,December,4.735,1/1/2014
2014,Minas Gerais,December,398,1/1/2014
2014,Minas Gerais,December,155,1/1/2014
2014,Pará,December,251,1/1/2014
2014,Pará,December,37,1/1/2014
2014,Pará,December,34,1/1/2014
2014,Pará,December,27,1/1/2014
2014,Pará,December,70,1/1/2014
2014,Pará,December,319,1/1/2014
2014,Pará,December,825,1/1/2014
2014,Pará,December,8.555,1/1/2014
2014,Pará,December,6.787,1/1/2014
2014,Pará,December,6.448,1/1/2014
2014,Pará,December,7.767,1/1/2014
2014,Pará,December,4.828,1/1/2014
2014,Paraiba,December,75,1/1/2014
2014,Paraiba,December,6,1/1/2014
2014,Paraiba,December,18,1/1/2014
2014,Paraiba,December,8,1/1/2014
2014,Paraiba,December,1,1/1/2014
2014,Paraiba,December,1,1/1/2014
2014,Paraiba,December,9,1/1/2014
2014,Paraiba,December,30,1/1/2014
2014,Paraiba,December,51,1/1/2014
2014,Paraiba,December,70,1/1/2014
2014,Paraiba,December,111,1/1/2014
2014,Paraiba,December,62,1/1/2014
2014,Paraiba,December,86,1/1/2014
2014,Paraiba,December,52,1/1/2014
2014,Paraiba,December,42,1/1/2014
2014,Paraiba,December,38,1/1/2014
2014,Paraiba,December,109,1/1/2014
2014,Paraiba,December,112,1/1/2014
2014,Paraiba,December,215,1/1/2014
2014,Paraiba,December,646,1/1/2014
2014,Paraiba,December,443,1/1/2014
2014,Paraiba,December,411,1/1/2014
2014,Paraiba,December,68,1/1/2014
2014,Paraiba,December,78,1/1/2014
2014,Pernambuco,December,99,1/1/2014
2014,Pernambuco,December,25,1/1/2014
2014,Pernambuco,December,36,1/1/2014
2014,Pernambuco,December,10,1/1/2014
2014,Pernambuco,December,4,1/1/2014
2014,Pernambuco,December,3,1/1/2014
2014,Pernambuco,December,11,1/1/2014
2014,Pernambuco,December,23,1/1/2014
2014,Pernambuco,December,63,1/1/2014
2014,Pernambuco,December,174,1/1/2014
2014,Pernambuco,December,111,1/1/2014
2014,Pernambuco,December,101,1/1/2014
2014,Piau,December,79,1/1/2014
2014,Piau,December,14,1/1/2014
2014,Piau,December,88,1/1/2014
2014,Piau,December,63,1/1/2014
2014,Piau,December,138,1/1/2014
2014,Piau,December,373,1/1/2014
2014,Piau,December,1.177,1/1/2014
2014,Piau,December,2.265,1/1/2014
2014,Piau,December,2.536,1/1/2014
2014,Piau,December,1.788,1/1/2014
2014,Piau,December,717,1/1/2014
2014,Piau,December,346,1/1/2014
2014,Rio,December,35,1/1/2014
2014,Rio,December,116,1/1/2014
2014,Rio,December,38,1/1/2014
2014,Rio,December,25,1/1/2014
2014,Rio,December,20,1/1/2014
2014,Rio,December,54,1/1/2014
2014,Rio,December,62,1/1/2014
2014,Rio,December,199,1/1/2014
2014,Rio,December,318,1/1/2014
2014,Rio,December,500,1/1/2014
2014,Rio,December,36,1/1/2014
2014,Rio,December,25,1/1/2014
2014,Rio,December,34,1/1/2014
2014,Rio,December,8,1/1/2014
2014,Rio,December,6,1/1/2014
2014,Rio,December,2,1/1/2014
2014,Rio,December,2,1/1/2014
2014,Rio,December,2,1/1/2014
2014,Rio,December,2,1/1/2014
2014,Rio,December,21,1/1/2014
2014,Rio,December,30,1/1/2014
2014,Rio,December,75,1/1/2014
2014,Rio,December,124,1/1/2014
2014,Rio,December,47,1/1/2014
2014,Rio,December,53,1/1/2014
2014,Rio,December,37,1/1/2014
2014,Rio,December,58,1/1/2014
2014,Rio,December,60,1/1/2014
2014,Rio,December,63,1/1/2014
2014,Rio,December,62,1/1/2014
2014,Rio,December,209,1/1/2014
2014,Rio,December,1.168,1/1/2014
2014,Rio,December,224,1/1/2014
2014,Rio,December,110,1/1/2014
2014,Rio,December,68,1/1/2014
2014,Rio,December,31,1/1/2014
2014,Rondonia,December,12,1/1/2014
2014,Rondonia,December,5,1/1/2014
2014,Rondonia,December,13,1/1/2014
2014,Rondonia,December,15,1/1/2014
2014,Rondonia,December,28,1/1/2014
2014,Rondonia,December,92,1/1/2014
2014,Rondonia,December,192,1/1/2014
2014,Rondonia,December,3.038,1/1/2014
2014,Rondonia,December,2.8,1/1/2014
2014,Rondonia,December,1.063,1/1/2014
2014,Rondonia,December,202,1/1/2014
2014,Rondonia,December,144,1/1/2014
2014,Roraima,December,355,1/1/2014
2014,Roraima,December,226,1/1/2014
2014,Roraima,December,494,1/1/2014
2014,Roraima,December,162,1/1/2014
2014,Roraima,December,58,1/1/2014
2014,Roraima,December,4,1/1/2014
2014,Roraima,December,9,1/1/2014
2014,Roraima,December,12,1/1/2014
2014,Roraima,December,67,1/1/2014
2014,Roraima,December,61,1/1/2014
2014,Roraima,December,143,1/1/2014
2014,Roraima,December,277,1/1/2014
2014,Santa Catarina,December,58,1/1/2014
2014,Santa Catarina,December,27,1/1/2014
2014,Santa Catarina,December,15,1/1/2014
2014,Santa Catarina,December,34,1/1/2014
2014,Santa Catarina,December,42,1/1/2014
2014,Santa Catarina,December,3,1/1/2014
2014,Santa Catarina,December,82,1/1/2014
2014,Santa Catarina,December,459,1/1/2014
2014,Santa Catarina,December,208,1/1/2014
2014,Santa Catarina,December,122,1/1/2014
2014,Santa Catarina,December,43,1/1/2014
2014,Santa Catarina,December,45,1/1/2014
2014,Sao Paulo,December,99,1/1/2014
2014,Sao Paulo,December,112,1/1/2014
2014,Sao Paulo,December,75,1/1/2014
2014,Sao Paulo,December,103,1/1/2014
2014,Sao Paulo,December,181,1/1/2014
2014,Sao Paulo,December,331,1/1/2014
2014,Sao Paulo,December,476,1/1/2014
2014,Sao Paulo,December,1.458,1/1/2014
2014,Sao Paulo,December,882,1/1/2014
2014,Sao Paulo,December,887,1/1/2014
2014,Sao Paulo,December,56,1/1/2014
2014,Sao Paulo,December,57,1/1/2014
2014,Sergipe,December,20,1/1/2014
2014,Sergipe,December,18,1/1/2014
2014,Sergipe,December,33,1/1/2014
2014,Sergipe,December,7,1/1/2014
2014,Sergipe,December,1,1/1/2014
2014,Sergipe,December,0,1/1/2014
2014,Sergipe,December,0,1/1/2014
2014,Sergipe,December,0,1/1/2014
2014,Sergipe,December,4,1/1/2014
2014,Sergipe,December,3,1/1/2014
2014,Sergipe,December,9,1/1/2014
2014,Sergipe,December,9,1/1/2014
2014,Tocantins,December,89,1/1/2014
2014,Tocantins,December,73,1/1/2014
2014,Tocantins,December,58,1/1/2014
2014,Tocantins,December,187,1/1/2014
2014,Tocantins,December,618,1/1/2014
2014,Tocantins,December,1.372,1/1/2014
2014,Tocantins,December,1.404,1/1/2014
2014,Tocantins,December,2.917,1/1/2014
2014,Tocantins,December,3.52,1/1/2014
2014,Tocantins,December,4,1/1/2014
2014,Tocantins,December,451,1/1/2014
2014,Tocantins,December,223,1/1/2014
2015,Acre,January,1,1/1/2015
2015,Acre,February,2,1/1/2015
2015,Acre,March,2,1/1/2015
2015,Acre,April,3,1/1/2015
2015,Acre,May,2,1/1/2015
2015,Acre,June,40,1/1/2015
2015,Acre,July,109,1/1/2015
2015,Acre,August,1.397,1/1/2015
2015,Acre,September,2.928,1/1/2015
2015,Acre,October,905,1/1/2015
2015,Acre,November,115,1/1/2015
2015,Acre,December,8,1/1/2015
2015,Alagoas,December,81,1/1/2015
2015,Alagoas,December,46,1/1/2015
2015,Alagoas,December,32,1/1/2015
2015,Alagoas,December,63,1/1/2015
2015,Alagoas,December,18,1/1/2015
2015,Alagoas,December,2,1/1/2015
2015,Alagoas,December,0,1/1/2015
2015,Alagoas,December,3,1/1/2015
2015,Alagoas,December,7,1/1/2015
2015,Alagoas,December,40,1/1/2015
2015,Alagoas,December,162,1/1/2015
2015,Alagoas,December,136,1/1/2015
2015,Amapa,December,14,1/1/2015
2015,Amapa,December,1,1/1/2015
2015,Amapa,December,2,1/1/2015
2015,Amapa,December,0,1/1/2015
2015,Amapa,December,0,1/1/2015
2015,Amapa,December,3,1/1/2015
2015,Amapa,December,5,1/1/2015
2015,Amapa,December,40,1/1/2015
2015,Amapa,December,192,1/1/2015
2015,Amapa,December,827,1/1/2015
2015,Amapa,December,1.3,1/1/2015
2015,Amapa,December,269,1/1/2015
2015,Amazonas,December,35,1/1/2015
2015,Amazonas,December,107,1/1/2015
2015,Amazonas,December,46,1/1/2015
2015,Amazonas,December,24,1/1/2015
2015,Amazonas,December,10,1/1/2015
2015,Amazonas,December,33,1/1/2015
2015,Amazonas,December,356,1/1/2015
2015,Amazonas,December,4.564,1/1/2015
2015,Amazonas,December,5.882,1/1/2015
2015,Amazonas,December,2.494,1/1/2015
2015,Amazonas,December,1.054,1/1/2015
2015,Amazonas,December,565,1/1/2015
2015,Bahia,December,256,1/1/2015
2015,Bahia,December,143,1/1/2015
2015,Bahia,December,229,1/1/2015
2015,Bahia,December,190,1/1/2015
2015,Bahia,December,144,1/1/2015
2015,Bahia,December,242,1/1/2015
2015,Bahia,December,306,1/1/2015
2015,Bahia,December,829,1/1/2015
2015,Bahia,December,7.956,1/1/2015
2015,Bahia,December,4.989,1/1/2015
2015,Bahia,December,1.705,1/1/2015
2015,Bahia,December,1.408,1/1/2015
2015,Ceara,December,207,1/1/2015
2015,Ceara,December,25,1/1/2015
2015,Ceara,December,20,1/1/2015
2015,Ceara,December,3,1/1/2015
2015,Ceara,December,17,1/1/2015
2015,Ceara,December,22,1/1/2015
2015,Ceara,December,25,1/1/2015
2015,Ceara,December,127,1/1/2015
2015,Ceara,December,214,1/1/2015
2015,Ceara,December,658,1/1/2015
2015,Ceara,December,1.081,1/1/2015
2015,Ceara,December,1.021,1/1/2015
2015,Distrito Federal,December,1,1/1/2015
2015,Distrito Federal,December,0,1/1/2015
2015,Distrito Federal,December,0,1/1/2015
2015,Distrito Federal,December,0,1/1/2015
2015,Distrito Federal,December,2,1/1/2015
2015,Distrito Federal,December,1,1/1/2015
2015,Distrito Federal,December,15,1/1/2015
2015,Distrito Federal,December,53,1/1/2015
2015,Distrito Federal,December,76,1/1/2015
2015,Distrito Federal,December,21,1/1/2015
2015,Distrito Federal,December,3,1/1/2015
2015,Distrito Federal,December,0,1/1/2015
2015,Espirito Santo,December,76,1/1/2015
2015,Espirito Santo,December,60,1/1/2015
2015,Espirito Santo,December,25,1/1/2015
